
> @ by-mechanism /Users/mmontgomery/dev/boardgames/board-games-analytics
> ts-node ./src/retrieve-games-by-mechanism

https://boardgamegeek.com/boardgame/378013/dungeon-pages-year-long-adventure-set,378013,9975,"Dungeon Pages: Year-Long Adventure Set",2023
https://boardgamegeek.com/boardgame/289916/t-rexs-holiday,289916,9990,"T-Rex's Holiday",2019
https://boardgamegeek.com/boardgame/362965/kunterpunkt-das-wuselige-wurfelspiel,362965,10055,"Kunterpunkt: Das wuselige Würfelspiel",2022
https://boardgamegeek.com/boardgame/358663/pocket-book-adventures,358663,10116,"Pocket Book Adventures",
https://boardgamegeek.com/boardgame/181331/qwingo,181331,10228,"Qwingo",2015
https://boardgamegeek.com/boardgame/312259/rollway-station,312259,10383,"Rollway Station",2020
https://boardgamegeek.com/boardgame/290982/roll-estate,290982,10465,"Roll Estate",2019
https://boardgamegeek.com/boardgame/370687/find-the-source,370687,10546,"Find the Source",2023
https://boardgamegeek.com/boardgame/193105/utopia-engine-beast-hunter,193105,10849,"Utopia Engine: Beast Hunter",2013
https://boardgamegeek.com/boardgame/191067/zock-n-roll,191067,10911,"Zock 'n' Roll",2016
https://boardgamegeek.com/boardgame/360121/mission-control-critical-orbit,360121,10945,"Mission Control: Critical Orbit",2023
https://boardgamegeek.com/boardgame/320677/noch-mal-kids,320677,10965,"Noch mal!: Kids",2020
https://boardgamegeek.com/boardgame/229496/pencils-and-powers,229496,10988,"Pencils & Powers",2017
https://boardgamegeek.com/boardgame/298173/honey-moon,298173,11003,"Honey Moon",2020
https://boardgamegeek.com/boardgame/333136/football-highlights-the-dice-game,333136,11015,"Football Highlights: The Dice Game",2021
https://boardgamegeek.com/boardgame/370566/triggs,370566,11182,"Triggs",2022
https://boardgamegeek.com/boardgame/298171/thread-count,298171,11195,"Thread Count",2020
https://boardgamegeek.com/boardgame/378833/happy-campers,378833,11203,"Happy Campers",2023
https://boardgamegeek.com/boardgame/237106/doom-realm,237106,11397,"Doom Realm",2017
